reviewText,sentiment
Top heavy and cannot keep it upright. Definitely do not recommend,0
My cats love it & no more upset stomachs.  Thank you Purina.,1
Very cheap quality is very dirty when delivered and is not worth the money would not reccomend to anyone in need,0
perfect - large enough to cover the area in our office for when we are not home. Our little dogs are males and have to target so I over cover - these seem to be very absorbent and don't wet through the edges.,1
"These must taste very good, because they go crazy over these vitamins.  their hair is very shiny, and these pills have garlic, which is excellent for a flea remedy.",1
Our sensitive GSD has so many skin issues and allergies but as soon as we tried this formula about 90% of his issues resolved.  He loves the food and is consistently healthy.  It does lack hip supporting properties so we supplement with other products.  Our pup loves to eat this!,1
"it works pretty well on my glass tank. It gets the algae off. I took a stars off because the handle was pretty short, so I have to get almost to my elbow wet to get to the bottom of the glass. But maybe my tank is deeper then most.",1
"Great quality, I highly recommend this product!",1
"The sizes are way off and they're junk. I have two dogs I ordered one for each of them. A medium and a large. They are off by a size.  I returned the medium and kept the large, but had to buy another collar for my other dog. Good thing I only ended up with one of these though. My dog got this as a Christmas present. She's been wearing it since Christmas morning. The gems are falling out, the clip that holds the charm on it broke and the collar itself is cracking. It looks horrible. needless to say she already needs a new collar.",0
Very nice quality pet carrier.  Seems very sturdy and will  use it tomorrow so will know for sure how nice it is.  Wish the brighter color didn't cost more.  I don't understand that????,1
Do not like. Hard to get on and off and adjust. I prefer the regular choke collars and for my dog training is a better choice. To make this effective you have to adjust the collar after you put on the dog. Seems like it never gets tight enough/or stay snug to be effective. Pain to take off if you don't adjust/loosen. IMHO regular choke collar much more effective when obedience training.,0
Looks just like the picture. Good quality ...,1
Helps my dog a lot,1
"FABULOUS
Brought another male dog into my household and it became a literal pissing match between my other male and him. These have almost quite literally saved their lives. It has saved my sanity without a doubt!!",1
"I received this litter box as a gift for Christmas. My cats pee up against the edge of the box so it is impossible to tilt the box and expect the litter to be sifted in the grate. It is way beyond my comprehension as to why a handle wasn't put on the top of this litter box like other litter boxes. I have had this for one month and was only able to tilt and sift one time for it to work. My advise to anyone is SAVE YOUR MONEY.

Other litter boxes have the handle to lift off and sift out the litter into a scoop. Couldn't be easier. I scrub out my litter boxes once a week. It was difficult to get the screen out. Once out, I had to use a q-tip to clean the screening.

My gift giver said to let him know how it worked and he would get me another one. Absolutely not. I would return this if it was possible. I may put a blanket in it and make a bed for my cats.",0
Might be good for a toothless dog or a small puppy.,0
"I was looking for a baby gate to keep my 1 year old safe from the steps that go down into the basement from our kitchen but would still allow our cat to have access to his food and litter box. The top of the steps has a pocket door but that didn't meet our cat's needs. A regular baby gate was not the answer either, first because the cat couldn't get through and second because every time we wanted to walk down the stairs we had to completely remove it. Getting a good snug fit was tricky and so then I wasn't always comfortable that the gate was secure and safe for my baby. This gate is the answer to all of these issues! We can open the swinging door and walk through when we need to go downstairs and we can always have the pet door open for our cat. Whoever thought of this is a genius!!! Thank you!

And one other note: this product is so reasonable! A gate with walk-thru door only, no pet door, was double the price in Target/Walmart. Can't go wrong with this buy!",1
RABBITS SHOULD NOT HAVE DAIRY PRODUCTS THEY ARE HERBIVORES !!!!!!!!!!,0
Returned it. The buckle to close the collar is huge.,0
"Puppy took to this immediately, each squeaker has a different sound. It is very large and noisy, which she loves. She still has not managed to puncture more than 1 of the squeakers, that means this toy is VERY durable. She is a 90 lb Dalmatian with huge canines, most sqeaker toys only last 1-3 days. Don't plan on peace and quiet with this toy!",1
When your dog tears into it sheds all over.,0
"My cat has lost weight since switching to this product.  She is not eating less, it's just healthier food than what we were buying before.  If you love your cats and want them to be healthy...this is a good choice.",1
"It doesn't launch the ball super far, but the second ball holder and ability to pick up the ball without touching it make up for it. I can keep my dog constantly running after one of the balls. So even if the distance is shorter than I can throw, my dog still gets great exercise.",1
"Be VERY careful when you order this product. The image and description on the first product page is for ADVANCED FITNESS LAMB & RICE. Then you put it in your cart, it CHANGES to the ACTIVE LONGEVITY - which is for much older dogs. I've reported this to Amazon THREE TIMES and they haven't fixed the listing yet or taken it down! As far as I can tell, the error only appears with the 33lb bag. But the smaller bags are WAY WAY WAY more expensive per pound.",0
Disappointed they are manufactured and made in China.  Wish the description would have been more accurate on these Smart Bones.  My dogs love them but I am fearful like so many other treats from China it will cause liver and kidney damage.,0
A bit pricey but cats always seem to enjoy it.  Much less tummy distress & their fur is gorgeous so it's worth it.  Plus with subscribe & save I don't have to remember to order.,1
"According to the measurements listed, my cats covered litter box should fit in this unit. WRONG! Not only did it not fit, it was actually WAY too big. The product is very cheap material and would break easily if you assembled it the wrong way. I think this is a great idea, but unfortunately it's poorly executed. Luckily, Amazon gave me a full refund.",0
Much better hook then the one I had.  Would be 5 stars if hook was bigger to be able to attach to handle of leash.,1
service was fast item are as expected.,1
This toy is a great idea and the potential is there but the rope broke in the first 30 minutes of my dog playing with it. He was supervised the whole time so no unnecessary rough play.,0
Waste of money. Rocky hates it. My 4 month old shitzu baby.,0
"Out of 3 clippers, these were by far the worst. I don't think my shepard/lab's nails are that tough, but they get thick when they are grown out. These twisted the nail to the side while I was trying to cut (even with me recognizing that and trying to keep them very straight). I think this was because they just weren't sharp or heavy duty enough. I did really like the stop, since her nails are black and sometimes its hard to tell where the quick is and how short is too short.

I ended up going with a guillotine clippers, which work so well I can't imagine trying anything else. She'll sit still for those clippers because they don't hurt her as they cut, quickly. I still choose to buff the edges of her nails, but the cut is much cleaner than these ever did.

Bottom line--try more than one style for your dog to determine which is the best for their nails. Don't make nail trimming a painful experience for either of you.",0
"I have received so many comments on this wax burner,it is just perfect.",1
Made in China and will not buy it in the future!,0
"This product didn't make a difference whatsoever.  I wished I would have saved the packaging or paid attention to the date, because now I'm wondering if maybe it was out of date.",0
"I can't say it's really comfortable because I'm not the one wearing it but it looks like it would be.  However when I take it off my dog, she goes crazy rubbing her snout anywhere she can.  I don't use it all the time, depending on the time of day we go out for a walk and I don't keep it on her very long as it shouldn't be on a long time.",1
"I got a cat for the first time in my life a year ago. I did a lot of research and decided to try this system. I brought my kitten home at 8 weeks. She had been trained with the other traditional type litter, but had no problem going straight to and using this box. I just got another new kitten and she did the same thing. I'm a neat freak and can't stand bad smells. This pellet system is phenomenal! The only time you smell anything is when there is a fresh poop and they don't bury it or when the pee pad needs to be replaced. I have found its best to wait a little bit to scoop the poop if its fresh. A few pellets might cling and can just get thrown away with the poop. The pee goes right through to the pad and there is zero odor.

One of the best things I found out is that these can be cleaned and re-used!!! I have a big soup pot designated just to cleaning the pellets. I boil them once a month with a little bleach for about 30 minutes, drain and put them in a large bin to dry out. They stay 100% intact and I have reused the same pellets for 3 months. I just keep a backup set of pellets to put in the litter box while the others are being cleaned / dried out and rotate the sets.",1
2 Stars because when putting it on my dog i pulled up the collar to adjust it and it ripped and i didn't even tug hard. Very cheap material.,0
"The cats roll in it--but must not be strong, the cats are not jumping or running around like they do with other cat nip",0
My pet rabbit likes this product. I recommend this product!,1
"when you get this and put it in, it will not work right away.  just leave it connected and after a day or two it will start working.  after talking with fluval they informed me that this diffuser is not designed to be used with a DIY co2 system,  it is designed for a high pressure co2 cannister with a regulator.  the type of diffuser you should use for a DIY co2 system is a ladder type diffuser.  they said even though you can get this diffuser to work on a DIY lower pressure system it won't be as efficient....after using both systems with mine i would have to agree.",1
"Interesting concept, but fails to deliver results.  It didn't change my cats minds one bit.  Actually, they were more likely to jump on the sofa to check out the new thing.",0
"Fast shipping, great pricing!  Thanks Coolaroo for giving me a chance to replace the cover instead of the whole bed! Now I don't have to worry about my puppy destroying the cover he has now, I have 2 to replace it with!",1
"Our dog starting ripping it apart in less than a week, had to take it away from him since I did not want him eating any of the plastic. Plus made in CHINA, a big NO!!!",0
"I would not recommend this product, the pieces were messed up, doesn't hold charge, and sometimes doesn't work even when it's fully charged",0
Not as good as described.  Color is good but quality is flimsy,0
"Great whistle, high quality and works great with little effort exactly what I was looking for to use at  swim meets.",1
"Sleek and bright.  Excellent lighting system.
It's the best thing since rice a roni.
Makes my fish really smile silly.",1
Not happy. It has been applied for 3 days now. My dogs still have fleas. Fast shipping.,0
"He didn't really like using this when we were training him for puppy pads. We liked it because it protected our floors and surfaces, but it wasn't really effective in training the dog on it. Your dogs might be different though I'm sure everyone responds differently.  He would tear up on the pads when they were on this so we ended up just throwing it out.",0
"I wish there is a more elegant solution, but this works.. We've started to use them couple of years ago. The new one is made out of a better and softer fabric. I use them with maxi pads, and have few wraps, so that clean is always handy.",1
Used with proper technique this is incredible. We used this with our dog when she was a puppy and now she walks perfectly. A friend asked us to help with her dog and within a few minutes it was walking with a loose leash. It's certainly a two-way learning process as timing is an important part of effective use. It's very well made and looks good as new after two years.,1
The Chicken Soup for the Dog Lovers: the entire case was not good. Smelled bad and my dog would not eat. The is the food his has eaten for all ten years of his life. I would appreciate a full refund!,0
dont waste your money,0
Love it,1
Smells nice and effectively stopped itchy skin on my Miniature Dachshund.,1
Love it quiet and now I can leave food down,1
My dogs like the taste. It's great value. This is the second one I ordered.,1
Extremely hard to assemble ! I'm a 29 year old male 185 pounds and it took all I had to get enough leverage to snap the frame completely together once is fabric got tight.,0
"My cat LOVES this stuff, about half the time. I buy it by the case and as soon as I open the first can I know if I got a good one or not. If you see something that resembles a dry hockey puck surrounded by liquid you have basically wasted about $45, as your cat won't go near it. Just got two bad cases in a row. Too bad, as this grain-free diet was really helping him. I might have try to find something else now.",0
"Strength of materials and ability to adjust as my dog has grown are the strongest points of this harness. She's 80 lbs at 8 months (Mastiff/Coonhound mix) and a very strong puller. Fits over her head and the strong clip at the chest make ""dressing"" her smooth and effortless. Lightweight and comfort also great.",1
The kibble seems to drip quite well with this feeder.  I have cats so their kibble is relatively small and I don't know how it would perform with large sized kibble.,1
"I really want to love this.. but the sand person won't stand up straight, the ear holes are too small for my dog... and the velcro straps are too big. I can't imagine what kind of dog this is made for. I have an Australian Shepherd.. not too big, not too small. But this costume would be awesome if it fit right. I gave it two stars because of the idea, minus three stars for the execution.",0
"Love the look. My box came with busted frame. I was so upset. I contacted company who told me to send pictures. I have pictures but can only send though text. Cant find a number to text them

The crate is nice but I wouldnt purchase because if somethings wrong they don't care.",0
"What a RIPOFF REPLACEMENT PART!  This Fluval 405 Magnetic Impeller DOES NOT COME WITH THE CERAMIC SHAFT THAT POSITIONS THE REPLACEMENT IMPELLER and to add insult to injury, this part costs $2.61 MORE THAN THE BETTER MODEL FLUVAL 406 REPLACEMENT MAGNETIC IMPELLER!!!!
I feel like I have been robbed!  The Impeller and Shaft should be considered a SINGLE component",0
Didn't even last 45 minutes before my  35 lb dog shredded it.,0
i really wish this would work. my dogs lay on the floor all the time and on their beds but they weren't even closely interested in this. didn't feel very cool either and tried it in several places. my husband said it looked like a piece of plastic tarp on the floor. returned,0
"We returned this item. We bought an XL for our 60-lb standard poodle (with medium-length curly coat) and this jacket was way too tight around the neck and chest. The rest fit OK. My recommendation to Touchdog would be to make the neck/chest area more elastic, perhaps with wide velcro closure instead of zipper. The sleeves did not cover the entire leg, just to the elbow (or slightly above). We needed full-leg protection against snow/mud getting in his curly curls. An excellent modification to this jacket would be full-length adjustable sleeves. Otherwise it's a LOT of jacket without much real protection.",0
Didn't even kill one flea!,0
Peter is my go to brand. I was not disappointed. Well balanced and great cut. I am using this trimmer to trim my Bouvier des flandres and they do a great job!,1
Love it!  So much easier to get the undercoat controlled.,1
This is a nice dog bed.  My dogs didn't care for it much as they like ones with sides so it was returned.,1
Awesome treat or addition to any lizards diet!! my beardy will literally only eat these and leave the rest of his food because they are soo damn good to him. THE ICE CREAM OF THE LIZARD WORLD!,1
Niot good,0
Small treat great for training,1
"best place to put your litter box if you have dogs too. cats can use it and dogs don't get into the pea flavored sprinkles or crunchy tootsies,",1
"Really impressed and love this new lead. The bright colors makes it nice and aesthetically pleasing him, and easier to see my dog has he runs off into the woods",1
"My mixed Shih-Tzu hates wearing it ! I am so disappointed...... she runs around rubbing against the walls. Causes more anxiety ! I followed reviewers  suggestions and introduced ""wrap"" slowly. I contacted seller for advice & no response !",0
"The collar works perfectly. I got the blue color collar and  I love how the light is really bright and you can see it from the other corner of the street.
The charge lasts at least 5-7 days, and that's great because I'm not worried about charging it every time. So far the collar has been working perfectly. Hopefully will keep working great in the future. I'll keep you in the loop if something changes.",1
Did nothing for my animals.,0
My cat loved this catnip!,1
"I purchased this product to groom my tibetan terrier-type dog.  The product, however, only proved effective for trimming stray hairs on already groomed dog.",0
I can't find this flavor in the big bags & needed them ASAP.  I just had surgery & can't drive do it was perfect!,1
I already lost a tooth on this comb the first time I used it.  I ordered this second one because I thought maybe I just got a defective comb but the same issue it looses teeth.  Not happy at all!,0
"We bought this for our new kitten, and our 12 year old cat loves it, too.",1
"I purchased this Puppia harness for my Boston Terrier who likes to pull while walking on the leash.  The harness does not stop the pulling, but at least it put an end to the embarrassing choking noises.  My dog does not mind wearing the harness, as it is very soft and comfortable.  To top it off, I think it is quite stylish.  I am completely happy with my purchase. I would recommend this harness to others who have a small dog.",1
"This is a suede dog toy with a squeaker inside made to resemble a unicorn. The toy looks great and, as a display item, is quite nice. If you've got a dog that doesn't especially chew toys and would like to decorate the space the dog occupies with a cute and nice-looking toy, this is a good choice. If you've got a dog that tends to actually chew its toys, it may not be the best choice. The way it is stiffened makes it work well for display and it does make it easier to hold out to a dog (as it won't flop over).

The main issue is the ropes that make up the main start to fray and come apart pretty quick and can be easily ingested in their stringy state. If you've got a dog which likes to play tug of war and it doesn't have a strong enough jaw or sharp enough teeth to unravel or pull out the strings, then this might work for such a dog. Otherwise, it's really just a good decorative object/dog toy and not great in other respects as it starts to come apart too easily.",0
I love this leash and have had if for about 4 years now. Perfect length snap has held up great would get another if I ever lost mine.,1
Wrong product,0
This did not last more than a couple of hours before I had to throw it away. The red part was chewed off and the white part was in bad shape within a couple of hours. Extremely disappointed.,0
Fits the Aqua Clear 110 perfect,1
"Nope. Didn't work for me. I used Bubba's cleaner and that did work for me on my cat urine stains. Just my experience, try at your own risk",0
Didn't work for my baby,0
Terrible product would not recommend this to anyone!,0
this was suppose to be a med. it was about a extra small,0
"This cat litter smells horrible! It's a cross between menthol and ammonia.

It makes my whole house stink. When ever I return home I need to open the windows and turn on the fan to get rid of the smell.

The front of the box doesn't mention  ""Scented"" anywhere, so we didn't know this stuff was scented when we bought it. On the back of the box, the description vaguely says ""Fresh scent"", which to me means ""baking soda"".",0
Sizing was way off,0
"I took my cat to the vet because of his many trips to the litter box. He was healthy and the vet thought maybe it was stress related. Recently a Bobcat has been visiting the pond in our backyard on a regular bases and probably marks his territory out there as well. We think this is the cause of the stress. Within 2 days of plugging in the Feliway the trips to the box ceased. Then about 5 weeks later it started up again. I checked the plug in and yep it was empty. I ordered a refill and the trips ceased within 2 days.
So YES it really does work!",1
"I researched many different kinds of cat trees before deciding on this one. It looked ""Beautiful"" and well made. When it was delivered and my husband put it all together, I was so pleased that the picture looked just like the Cat Tree. Our three cats LOVE IT!! We set it up in front of a large window where our cats can view the outside world. To introduce the tree I placed kitty treats on it, a little cat nip and played with the cats every morning. Soon this tree became a favorite climbing, scratching, and resting place for all. It was especially stimulating for the two ferrel cats we have rescued.

Mrs. JaNet Peterson in Alabama",1
"I was really surprised how much my very picky cat, Feather, loved these tablets.. This is the first hairball treatment that I've found that she will actually eat and she eats them with relish! I just break them in half (they are rather large and it makes them easier for her to chew) and put in front of her and they're gone.. Now, I wasn't kidding when I said my cat is picky.. Have you ever known any cat that wouldn't eat fresh Tuna or would turn their nose up at fresh meat of any kind? The only food Feather eats is Purina Indoor Cat food.. She won't look at anything else.. It certainly makes it easier for me but I still find it odd.. She's the only cat I've ever owned that doesn't like Tuna on occasion.. Anyway, I can't recommend this product and Vet's Best Urinary Tract Support tablets enough.. She loves both..",1
Very nice product & EXCELLENT EXCELLENT customer service. I will order from again A+A+A+,1
Much to expensive. Buy it locally and save about half of the price.,0
Recommended by our vet. Our dog loves them!,1
"When we adopted our Russian Blue from a stranger that posted an ad for her, she was 2 1/2 yrs old. The previous owner said she didn't like the owner's boyfriend, so she was FTGH. This poor girl must have had a rough time bc she was so skittish and hissed at everyone but me. She definitely didn't like my husband, to the point of  almost lunging at him. I decided to try this calming spray. It took some time, about 2-3 months, but today she is happy and healthy and LOVES my husband!",1
My Lab Eddie rates this 5 stars. OK.... the waterfall of drool after the bag comes out lets me know he loves it!,1
"This spills.  Also,  at times water level is too low for dogs to drink and I just filled it.",0
"Have used Blue Buffalo for years.  Dogs could take it or leave it.  Then, found out the company had changed formulas.  Looked online for top rated dog foods.  Tried a brand which was comparable to Blue Buffalo in price.  Again, dogs not very excited and price jumped $18 from one one to the next.  Was initially reluctant to try Eagle Pack due to cost.  How could this be that good at such a reasonable price?  I tried it and my dogs love it!",1
"After some water changes and cleanings, it started getting grainy and almost like a muddy clay.  This is only after two washes.  My water was super cloudy afterward no matter how many times I changed it.  I had to use AccuClear, and then my fish died eventually, I'm suspecting from extremely, extremely hard water due to the dust from these.  They look great though.",0
"This clearly states that they are SPLIT, however, they are NOT.

They are just the smaller points of an antler.

I have one very small dog and though the size would be correct the fact that they are NOT split as described makes it useless when trying to give a very small dog a good surface to encourage them to chew, and give their teeth a good natural cleaning.",0
Large is not for a large dog.,0
Kills fleas.,1
Didn't last long with my dogs.  Maybe 60 minutes...,0
Cute shirt. Washes nicely. However runs small in size.,1
Stoped working after a week,0
The clasp on this leash is very hard to work with.  Poor choice.,0
We have two Pomeranian's and have mixed their old food with the new food.  The past two weeks neither dogs has eaten it.  They pick it out and drop it on the floor.,0
"This is a great product, especially for older dogs like mine.  They aren't thrilled about the taste so I just put a thin dab of butter around them and they eat it up.  Delivery is quick.  Price is better than most, but I do wish they would cost less.",1
"The dog (a 6-year old Weimaraner who is a voracious chewer) liked these just fine. In less than 10 minutes, the first of the two was devoured.

Life span does not compare favorably with real antlers.",0
Double flap helps keeps weather outside.  Easy installation.  Has a door that slides and clicks so it will lock when you leave for extended periods or  need to keep an animal outside/inside the door.  Does stick out from the door a couple inches but isn't a big deal to us.,1
The fan worked great but was too powerful for my 120 gallon tank.  I have a bowfront and it was blowing the sand around everywhere.  I tried to aim the fan in different directions but eventually I gave up and purchased a smaller fan.,1
"These emit a horrible odor, something like a mix of fresh tar and formaldehyde.  We put them in the garage for about 6 weeks to air out.  While they are better, it is still noticeable when you are near them.  Too cheap to return, going in the trash.",0
Perfect for my rabbits.,1
"This toy has in fact stayed intake, which for my dog, a 78 lb Labrador, is a miracle. So for the toy being durable, yes it is. The size is wonderful. It is about 3-4 ft long and about 8 inches wide, and she can really wrap her mouth around the toy, and swing it, and drag it. She loves it, and though she can't write a review, she would give it five stars. There seems to be no filling to fall out, and it the toy is very soft. The only down fall, and this is if that is an issue for you personally, is that the toy is a huge squeaky toy. That means the noise of insane. The noise seems to make her happy so when it gets to be too much we just switch out the toy. I highly recommend, and your dog if a large dog will love this. I would not think this toy would work for smaller breeds.",1
Awaom,1
"My dog isn't a fan of peanut butter (weird) but she still loves to play with the kong. I stuff it with treats, honey and bell peppers. You can find suggesting recipes to stuff in the kong online.",1
Very effected........one week to correct behavior !!!!!,1
Great,1
"If at all possible do not try to treat a UTI for a male cat without getting him checked out by a vet.  It could be a life threatening condition.  That said, this is a great product.  My young adult male cat (under 2 years old) began peeing in inappropriate places, constantly, with only a small amount of urine (often bloody) produced.  Classic UTI symptoms.  Went to the vet, who loaded him up with water (under his skin)to verify he could pee OK.  After determining he was not completely blocked, although he had some crystals in his urine, they treated him with anti-biotics(shot).  They tested the ph of his urine and it read 8 (top of the scale) so they recommended Methigel to acidify his urine. I mix it with a small amount of wet catfood and he is fine with it. If you have just one cat, get some litmus paper and keep an eye on your furry pal's ph.  You might be able to get by with less than the recommended dose. BTW the price on Amazon is half what I paid the vet.",1
"The idea is great, but it fails on a few levels. 1) The over-lap of shelves is too short for adult cats. Difficult to move from one tier to another. 2) The scratchy back-post is useless since cats can't stretch upward to use (no reach room between shelves). 3) VERY difficult to assemble. 4)Adding Catnip gives the only real attraction, thus the shipping box was a better draw. We even attached it to a door that has a top window overlooking a bird's nest...they still rarely climb. Were this not SO hard to assemble, we would have dis-assembled and shipped back. Again, great idea with tweeks to design.",0
Its very sturdy but it said medium but i was def a small my dog is to big for it and my dog is a meduim dog,0
"Super thin.....doesn't even work for my 4 pound yorkie, purchased them to fit in my potty pad holder, don't fit.  Will not purchase again.  Very disapointed, I guess you truly get what you pay for.",0
"After about a month the LED lights became very dim and lost all their brightness, even after the collar had been charged for over 48 hours. After about a 5-6 weeks the collar could no longer hold a charge for more than 5 minutes (after having charged it for several days) and would just stop glowing.

We selected this product based on the reviews it received and decided to spend the extra dollar for a good product. However, for as much as we paid for, I would have expected a better and longer lasting product. This one is now heading for the trash..",0
"After having two beagles who never scratched, our newest rescue hound proved all too ready to ruin our freshly-replaced custom front door. I had made a temporary protector using a sheet of cardboard, but this works so much better. I cut an opening to give access to the deadbolt latch, which also helps hold the shield steady. Saved our door -- and our dog -- a lot of grief!",1
This product did not deter my poodle one bit. It didn't have any impact on the neighbor's dog either.,0
Cat will not eat,0
"I don't usually write a review but this item came missing legs. Come on people. Now I have the hassle of shipping it back. Just to comment on previous reviews left by other people, it is very small, more for a kitten, but that didn't bother me since my cats tend to find the smallest place they can possibly fit in for a nap.",0
"This brush is very nice to use for our groomer.  It helps get the undercoat brushed out well.  Some dogs, wow, you can make a whole new dog out of the hair you get out with this brush.",1
"One cat loves it, one cat doesn't really use it (might be scared when it moves around on the door handle).  Based on the dirt-cheap price, I'll probably be buying more to disperse around the house.",1
After buying this I found out I needed to check for amonia and nitrates. The pH tester comes with the master test kit and I found this to be a waste of money,0
My fault.,0
not only is it hilarious on its own....but watching your dog carry around this bottle by the cap is unrealistically hilarious. and walking into your living room to find this bottle sitting upright is just fantastic,1
This stuff works great in getting the gunk out of the dog' ears using this and some cotton pads like the ones the wife uses for makeup removal.  The price is right and this product works well.  Recommend.,1
Absolutely love the collars and a lot cheaper than in our local pet stores.,1
"Horrible customer service and not much better product.  I work with foster dogs and had an18# dog bust the wires.  So obviously not sturdy.  As it was past 30 days Amazon didn't warranty but gave me the number for Rowland Direct.  I called that number, they referred me to another number. I called and left a message.  no response.  I called again and was told to call ANOTHER number.  left message. no response.",0
this product does not work. dog still has fleas after several treatments,0
My 9 week old Sheltie mix loves it!,1
Used this on our 33 year old appaloosa who had super thin soft soles.  It worked great!  After 30 days the vet and farrier could not believe the improvement.  He was ready for shoes again.,1
My chinchilla and my rabbit both love them. Nice and thick so they aren't destroyed in one day! Will be ordering again when I need them!,1
Dog is not crazy about this product.,0
"Perfect, I board dogs and occasionally have to transport, I have harnesses specifically for car transport but this also fits and works with most harnesses, gives them room to move around but not too much, can be shortened or lengthened, telling all my clients to seatbelt their dogs in, too dangerous not to",1
These are perfect for keeping a dog in-check while camping or outdoors away from home.  Not as heavy or abrasive as a chain. I have a 15 and 20 foot version.  Both work great.,1
"useless, does not do much of anything. I would give it less than one star if I could. better to take your money and use it as fire wood than to buy this!",0
"I bought this pan just over two years ago, and for most of that time it was great! However, today I moved it aside to clean up spilled litter and discovered that it has apparently sprung a leak... I guess there goes my apartment security deposit.",0
Half of my cat fit into this thing (he's 13lbs) - they must only show it with kittens.,0
"Good quality, appears to be comfortable for my dogs.  Looks good. Easy to put on.  I would buy this again.",1
this is great toy and the pigs love chewing on it.,1
"Bought this item at WalMart because of the price.
Our Dog is an overweight Rat Terrier that weighs about 35 pounds
Item is Easy to apply but does have an odor and is unusually oily. I applied at several spots along her spine.
Have not seen any allergic reactions so far.
Product Did NOT keep the fleas off our dog with the first application. We live in a metro area, our dog is a house dog and not exposed to other animals.
I have been disappointed so far with the first treatment but Will try again once more since I have invested the money.",0
These are so much less expensive on Amazon we will restock here again. The dogs love the toy they fit into. Hours of entertainment.,1
Very well made carrier. Strong zipper and straps. A little tedious to put on when pet is moving all four legs. This should get easier with practice. Very satisfied.,1
It is a bit pricey for just 2 test strips. I got a damaged /open kit but it was replaced with no problem. If it had more strips for the price I would have given it more stars.,0
"Cat had no idea what to do with it.  Good idea, but
obviously not acceptable to all felines.  NIce try.",0
"I have a hard time finding a shampoo that doesn't make our westie itchy, even with very thorough rinsing. This shampoo smells nice (not overly strong), cleans well and doesn't irritate her skin.",1
This product caused significant chemical burns to the necks of my two cats.,0
"I bought this item a year ago and went back today to recommend to someone else and thought I should write a review; highly recommend! She uses this all the time, this thing is super sturdy! She's gained a bit of weight since I got her spayed and this post does not falter, she still climbs on top of it like a gargoyle. The scratching material still looks brand new after a full year of use and now another cat using it. I have a feeling this will last us a very long time! Do not waste money on a slightly cheaper post, this one will last.",1
"Others have posted about how well this product works, but my cats won't touch food with it in it, and I certainly won't squirt into mouth when it has a faint ""alcohol"" odor to it.",0
"My dog loves this bed.  It fits perfect in our Midwest crate.  My pup is only 5 months and hasn't tried to chew it at all.  The only reason I gave it a 4 is when I washed it, it got stuck on the rubber gasket at the top.  It ripped the corner off a little too easily.  We are just going to sow it, but seems to rip pretty easily.  Beware of washing it and make sure it is no where near the top where it can get stuck.",1
THEY ARE GREAT FOR THE PRICE !,1
"The photo shows a circuit breaker type electrical plug, which was my deciding factor when I choose this heater.  BUT the photo is incorrect; just a standard plug on this heater.",0
"This is just the right size for my full grown cat.  It was very easy to put together.  Although it does move some when my cat jumps on the higher levels, he doesn't seem to mind (my cat is afraid of everything).  I would definitely recommend this.",1
This is not what I received.  Mine has florescent orange plants.  I have attached a picture.  I hate that you cannot choose the style.,0
"After a few weeks my Dalmatian cross still loves this and it still has all limbs (minus tail) lasted much longer than other ""cute"" toys we've purchased...good bang for buck!",1
Dogs wouldn't go near it.,0
good,1
does not work,0
So far Dottie and Toto haven't complained... must be OK...,1
"I'm not going to lie. I'm pretty ticked off. It's a pretty tank, I will give it that, but what good is ""pretty"" when it kills your fish and frustrates the snot out of you?

Basically here's my chief complaints with this tank. there is no lid, which originally I didn't like, but not listening to my inner instinct and listening to the pet store at which I accquired this tank, I picked this up. I did get used to lid-less-ness although having to refill it every other day became a drag. Then came the day when my skepticism about not having a lid came into light. I had two african dwarf frogs in the tank and they ""disappeared"" one day. Sure enough, they ended up OUTSIDE of the tank. Dead. Probably because you have to keep the water level so high to keep the filter happy.

Secondly, and MOST IMPORTANTLY, this tank's power supply keeps shorting out. I'm on my second one which lasted TWO WEEKS. you unplug it to do a water change and BAM no more power to the filter. know what that results in? I do... fish that are freaking out because they cannot breathe and jump out of the tank... because there's no lid. then they die as well.

Basically I got a new Marineland and will let you know how much better that one is. But as for this... pretty definitely doesn't mean practical and if you're into torturing your fish, then pick this one up.",0
"Stop looking. Buy this box, it is hands down the best available... Well, unless you enjoy scooping poop? This litter box takes the whole nasty experience to a much nicer level.  It's clean too, which I did not expect.  My 13lb cat fits just fine. I would recommend one box for each cat. I admit, it is an eyesore, but at least its covered, and afterall, its a litter box.  I've tried the cabinets, the dome, the fake tree (my previous favorite); this took the cake after the first box cleaning. Sold.",1
"Looks like the free toy you get in a cereal box  not what I expected at all from my ""Large Dog Accessory Search""",0
"To be honest I got these quite a while ago so I may forget exactly what it was I did not like , only that I was afraid to let my small/medium dog have it .  either I got the wrong size, or it made me worry he'd choke.  I gave it away to someone else, with a bigger dog and told them why I did not want my dog to have it, and to supervise if they were going to give to their dog.",0
Super for a 21 inches deep tank.,1
"I probably got some from a bad batch, because no matter what I use there for, they leak. It happens with water, air, CO2, etc.",0
"I have a small Beagle (dog pictured) and she will not fit in this bed. The top covers the entire top and dose not stand up as shown. I wish it would have met my expectations as my dog loves to burrow. I ended up giving the bed away to someone with a Yorkie, so not to deal with returning.",0
I only buy these at Amazon for both our aquatic turtle and now hermit crabs.  They last so much longer and the best value - much better than the pet store.  The 2 bulb pack guarantees I have one on hand when I need it.,1
"My cat looks adorable in this, however the white is painted on and chips easily, I've only owner for a month and about 30% of the paint is gone.",1
